#separator:comma
#html:true
#deck column:1
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 6, 15, (.....), 45, 66, 91<br><br>(a) 25<br>(b) 26<br>(c) 27<br>(d) 28",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 2, 3, 5, 8, (.....)<br><br>(a) 9<br>(b) 11<br>(c) 13<br>(d) 15",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>0.5, 1.5, 4.5, 13.5, (.....)<br><br>(a) 45.5<br>(b) 39.5<br>(c) 30.5<br>(d) 40.5",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>121, 225, 361, (.....)<br><br>(a) 441<br>(b) 484<br>(c) 529<br>(d) 729",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>0, 2, 8, 14, (.....), 34<br><br>(a) 24<br>(b) 22<br>(c) 20<br>(d) 18",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>19, 2, 38, 3, 114, 4, (.....)<br><br>(a) 228<br>(b) 256<br>(c) 352<br>(d) 456",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 2, 3, 6, 9, 18, (.....), 54<br><br>(a) 18<br>(b) 27<br>(c) 36<br>(d) 81",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>4, 5, 9, 18, 34, (.....)<br><br>(a) 43<br>(b) 49<br>(c) 50<br>(d) 59",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>3, 6, 18, 72, (.....)<br><br>(a) 144<br>(b) 216<br>(c) 288<br>(d) 360",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>66, 36, 18, (.....)<br><br>(a) 3<br>(b) 6<br>(c) 8<br>(d) 9",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>21, 25, 33, 49, 81, (.....)<br><br>(a) 145<br>(b) 129<br>(c) 113<br>(d) 97",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>12, 32, 72, 152, (.....)<br><br>(a) 312<br>(b) 325<br>(c) 515<br>(d) 613",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>3, 6, 5, 20, 7, 42, 9, (.....)<br><br>(a) 54<br>(b) 60<br>(c) 66<br>(d) 72",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 3, 4, 8, 15, 27, (.....)<br><br>(a) 37<br>(b) 44<br>(c) 50<br>(d) 55",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>2, 15, 41, 80, (.....)<br><br>(a) 111<br>(b) 120<br>(c) 121<br>(d) 132",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>8, 10, 14, 18, (.....), 34, 50, 66<br><br>(a) 24<br>(b) 25<br>(c) 26<br>(d) 27",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 2, 6, 24, (.....)<br><br>(a) 60<br>(b) 95<br>(c) 120<br>(d) 150",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>2, 3, 8, 63, (.....)<br><br>(a) 1038<br>(b) 1998<br>(c) 3008<br>(d) 3968",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>95, 115.5, 138, (.....), 189<br><br>(a) 154.5<br>(b) 162.5<br>(c) 164.5<br>(d) 166.5",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>4, 10, (.....), 82, 244, 730<br><br>(a) 24<br>(b) 28<br>(c) 77<br>(d) 218",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>4, 32, 128, (.....)<br><br>(a) 128<br>(b) 144<br>(c) 192<br>(d) 256",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>2, 5, 9, 19, 37, (.....)<br><br>(a) 76<br>(b) 75<br>(c) 74<br>(d) 72",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>24, 60, 120, 210, (.....)<br><br>(a) 300<br>(b) 336<br>(c) 420<br>(d) 525",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>165, 195, 255, 285, 345, (.....)<br><br>(a) 375<br>(b) 420<br>(c) 435<br>(d) 390",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>5, 17, 37, 65, (.....), 145<br><br>(a) 95<br>(b) 97<br>(c) 99<br>(d) 101",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>9, 11, 20, 31, (.....), 82<br><br>(a) 41<br>(b) 51<br>(c) 60<br>(d) 71",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>5, 16, 49, 104, (.....)<br><br>(a) 115<br>(b) 148<br>(c) 170<br>(d) 181",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>34, 18, 10, 6, 4, (.....)<br><br>(a) 0<br>(b) 1<br>(c) 2<br>(d) 3",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>462, 420, 380, (.....), 306<br><br>(a) 322<br>(b) 332<br>(c) 342<br>(d) 352",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>3, 8, 22, 63, 185, (.....)<br><br>(a) 550<br>(b) 310<br>(c) 295<br>(d) 285",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 2, 5, 12, 27, 58, 121, (.....)<br><br>(a) 246<br>(b) 247<br>(c) 248<br>(d) 249",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>0.5, 0.55, .65, 0.8, (.....)<br><br>(a) 0.9<br>(b) 0.82<br>(c) 1<br>(d) 0.95",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>3, 8, 13, 24, 41, (.....)<br><br>(a) 70<br>(b) 75<br>(c) 80<br>(d) 85",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>97, 86, 73, 58, 45, (.....)<br><br>(a) 34<br>(b) 54<br>(c) 55<br>(d) 56",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>17, 19, 23, 29, (.....), 37<br><br>(a) 31<br>(b) 33<br>(c) 35<br>(d) 36",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>5, 6, 9, 15, (.....), 40<br><br>(a) 21<br>(b) 25<br>(c) 27<br>(d) 33",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>3, 12, 27, 48, 75, 108, (.....)<br><br>(a) 147<br>(b) 162<br>(c) 183<br>(d) 192",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>134, 245, 356, 467, (.....)<br><br>(a) 579<br>(b) 578<br>(c) 568<br>(d) 478",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>6, 13, 28, (.....)<br><br>(a) 56<br>(b) 57<br>(c) 58<br>(d) 59",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>563, 647, 479, 815, (.....)<br><br>(a) 672<br>(b) 386<br>(c) 279<br>(d) 143",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>11, 12, 17, 18, 23, 24, (.....)<br><br>(a) 12<br>(b) 29<br>(c) 30<br>(d) 35",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>225, 336, 447, (.....), 669, 7710<br><br>(a) 114<br>(b) 338<br>(c) 558<br>(d) 991",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>840, 168, 42, 14, 7, (.....)<br><br>(a) 1<br>(b) 7<br>(c) 9<br>(d) 12",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>5, 6, 7, 8, 10, 11, 14, (.....)<br><br>(a) 15<br>(b) 16<br>(c) 17<br>(d) 18",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>0, 2, 3, 5, 8, 10, 15, 17, 24, 26, (.....)<br><br>(a) 35<br>(b) 32<br>(c) 30<br>(d) 28",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>0, 4, 6, 3, 7, 9, 6, (.....), 12<br><br>(a) 8<br>(b) 10<br>(c) 11<br>(d) 14",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 1, 3, 9, 6, 36, 10, 100, (.....), 225<br><br>(a) 15<br>(b) 16<br>(c) 20<br>(d) 22",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>2, 1, 2, 4, 4, 5, 6, 7, 8, 8, 10, 11, (.....)<br><br>(a) 9<br>(b) 10<br>(c) 11<br>(d) 12",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>4, 23, 60, 121, (.....)<br><br>(a) 212<br>(b) 221<br>(c) 241<br>(d) 242",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>1, 4, 2, 8, 6, 24, 22, 88, (.....)<br><br>(a) 86<br>(b) 90<br>(c) 154<br>(d) 352",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>13, 32, 24, 43, 35, (.....), 46, 65, 57, 76<br><br>(a) 45<br>(b) 52<br>(c) 54<br>(d) 55",c
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>3, 4, 7, 7, 13, 13, 21, 22, 31, 44, (.....)<br><br>(a) 42<br>(b) 43<br>(c) 51<br>(d) 52",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>2, 6, 12, 20, 30, 42, 56, (.....)<br><br>(a) 60<br>(b) 64<br>(c) 70<br>(d) 72",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>8, 9, 8, 7, 10, 9, 6, 11, 10, (.....), 12<br><br>(a) 5<br>(b) 7<br>(c) 8<br>(d) 11",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>90, 180, 12, 50, 100, 200, (.....), 3, 50, 4, 25, 2, 6, 30, 3<br><br>(a) 150<br>(b) 175<br>(c) 225<br>(d) 250",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>11, 10, (.....), 100, 1001, 1000, 10001<br><br>(a) 101<br>(b) 110<br>(c) 111<br>(d) None of these",a
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>123456147, 12345614, 2345614, 234561, (.....)<br><br>(a) 3456<br>(b) 2345<br>(c) 23456<br>(d) 34561",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>\(\frac{4}{9}\), \(\frac{9}{20}\), \(\frac{39}{86}\)<br><br>(a) \(\frac{17}{40})<br>(b) \(\frac{19}{42})<br>(c) \(\frac{20}{45})<br>(d) \(\frac{29}{53})",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>\(\frac{2}{\sqrt{5}}\), \(\frac{3}{5}\), \(\frac{4}{5\sqrt{5}}\), \(\frac{5}{25}\)<br><br>(a) \(\frac{6}{5\sqrt{5}}\)<br>(b) \(\frac{6}{25\sqrt{5}}\)<br>(c) \(\frac{6}{125}\)<br>(d) \(\frac{7}{25}\)",b
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>11\(\frac{1}{9}\), 12\(\frac{1}{2}\), 14\(\frac{2}{7}\), 16\(\frac{2}{3}\)<br><br>(a) 8\(\frac{1}{3})<br>(b) 9\(\frac{1}{11})<br>(c) 10<br>(d) 20",d
Series Completion::NUMBER SERIES::Completing the Given Series,"Directions : In each of the following questions, a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.<br><br>(2, 3), (3, 5), (5, 7), (7, 11), (11, 13), (.....)<br><br>(a) (13, 15)<br>(b) (15, 16)<br>(c) (13, 17)<br>(d) (13, 19)",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>24, 27, 31, 33, 36<br><br>(a) 24<br>(b) 27<br>(c) 31<br>(d) 33",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>196, 169, 144, 121, 80<br><br>(a) 80<br>(b) 121<br>(c) 169<br>(d) 196",a
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>3, 5, 7, 9, 11, 13<br><br>(a) 3<br>(b) 5<br>(c) 7<br>(d) 9",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>121, 143, 165, 186, 209<br><br>(a) 143<br>(b) 165<br>(c) 186<br>(d) 209",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>1, 2, 4, 8, 16, 32, 64, 96<br><br>(a) 4<br>(b) 32<br>(c) 64<br>(d) 96",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>8, 14, 26, 48, 98, 194, 386<br><br>(a) 14<br>(b) 48<br>(c) 98<br>(d) 194",b
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>8, 13, 21, 32, 47, 63, 83<br><br>(a) 13<br>(b) 21<br>(c) 32<br>(d) 47",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>3, 10, 27, 4, 16, 64, 5, 25, 125<br><br>(a) 3<br>(b) 4<br>(c) 10<br>(d) 27",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>380, 188, 92, 48, 20, 8, 2<br><br>(a) 188<br>(b) 92<br>(c) 48<br>(d) 20",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>1, 3, 7, 15, 27, 63, 127<br><br>(a) 7<br>(b) 15<br>(c) 27<br>(d) 63",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>5, 10, 17, 24, 37<br><br>(a) 10<br>(b) 17<br>(c) 24<br>(d) 37",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>1, 3, 10, 21, 64, 129, 256, 778<br><br>(a) 10<br>(b) 21<br>(c) 129<br>(d) 256",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>15, 16, 22, 29, 45, 70<br><br>(a) 16<br>(b) 22<br>(c) 45<br>(d) 70",b
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>6, 14, 30, 64, 126<br><br>(a) 6<br>(b) 14<br>(c) 64<br>(d) 126",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>10, 26, 74, 218, 654, 1946, 5834<br><br>(a) 26<br>(b) 74<br>(c) 218<br>(d) 654",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>3, 7, 15, 39, 63, 127, 255, 511<br><br>(a) 15<br>(b) 39<br>(c) 63<br>(d) 127",b
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>445, 221, 109, 46, 25, 11, 4<br><br>(a) 25<br>(b) 46<br>(c) 109<br>(d) 221",b
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>1236, 2346, 3456, 4566, 5686<br><br>(a) 1236<br>(b) 3456<br>(c) 4566<br>(d) 5686",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>5, 10, 40, 80, 320, 550, 2560<br><br>(a) 80<br>(b) 320<br>(c) 550<br>(d) 2560",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>3, 2, 8, 9, 13, 22, 18, 32, 23, 42<br><br>(a) 8<br>(b) 9<br>(c) 13<br>(d) 22",b
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>8, 27, 125, 343, 1331<br><br>(a) 8<br>(b) 343<br>(c) 1331<br>(d) None of these",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>10, 14, 28, 32, 64, 68, 132<br><br>(a) 28<br>(b) 32<br>(c) 64<br>(d) 132",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>1, 5, 5, 9, 7, 11, 11, 15, 12, 17<br><br>(a) 11<br>(b) 12<br>(c) 17<br>(d) 15",b
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>11, 2, 21, 3, 32, 4, 41, 5, 51, 6<br><br>(a) 21<br>(b) 11<br>(c) 32<br>(d) 51",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>11, 5, 20, 12, 40, 26, 74, 54<br><br>(a) 5<br>(b) 20<br>(c) 40<br>(d) 26",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>56, 72, 90, 110, 132, 150<br><br>(a) 72<br>(b) 90<br>(c) 110<br>(d) 150",d
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>8, 13, 21, 32, 47, 63, 83<br><br>(a) 13<br>(b) 32<br>(c) 47<br>(d) 63",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>89, 78, 86, 80, 85, 82, 83<br><br>(a) 83<br>(b) 82<br>(c) 86<br>(d) 78",c
Series Completion::NUMBER SERIES::Finding the Wrong Term in the Given Series,"Directions : In each of the following questions, one term in the number series is wrong. Find out the wrong term.<br><br>25, 36, 49, 81, 121, 169, 225<br><br>(a) 36<br>(b) 49<br>(c) 169<br>(d) 225",a
